,index,name,latitude,longitude,address,review,savecount,visitorreviewscore
1991,223,사랑방손칼국수,37.4965630,126.8573256,서울 구로구 경인로38길 12,273,300,4.53
1992,224,이미 커피 로스터스,37.4848911,126.8880047,서울 구로구 디지털로27길 116,90,"9,000",4.88
1993,225,찬장 현대백화점 디큐브시티점,37.5089927,126.8892260,서울 구로구 경인로 662 디큐브시티 지하2층,561,300,4.35
1994,227,선술집자주,37.5057801,126.8914054,서울 구로구 새말로 102 1층 야외,87,700,4.84
1995,228,소담촌 고척점,37.4977324,126.8638493,서울 구로구 경인로 397 골든타워빌딩,"1,217",400,4.4
1996,229,육회로운연어생활,37.4850079,126.8997116,서울 구로구 디지털로32나길 17-28 1층,333,500,4.66
1997,231,잉크커피,37.4821277,126.8953134,서울 구로구 디지털로30길 28,72,800,4.65
1998,232,리미니 NC신구로점,37.5011602,126.8827731,서울 구로구 구로중앙로 152 NC신구로점 TWO관 6층,280,100,4.33
1999,233,키키쿠쿱,37.4999841,126.8878941,서울 구로구 구로중앙로28길 43 102호,14,~100,
2000,234,김사부 본점,37.4933600,126.8436991,서울 구로구 서해안로 2334 1층 김사부 본점,242,300,4.6
2001,235,품격사시미,37.4843181,126.9004505,서울 구로구 디지털로32나길 23,400,"2,000",4.43
2002,236,유진한방옻백숙,37.5009618,126.8451955,서울 구로구 고척로 98,122,100,4.56
2003,237,올램양꼬치 신도림역점,37.5090817,126.8872311,"서울 구로구 경인로 661 신도림 1차 푸르지오, 136호",280,300,4.44
2004,238,신호닭발 신도림본점,37.5034982,126.8904729,서울 구로구 공원로6나길 6,230,500,4.54
2005,240,신도림닭집 신도림본점,37.5046136,126.8924663,서울 구로구 공원로6나길 50,75,300,4.38
2006,241,써브웨이 구로디지털점,37.4837488,126.8994482,서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 1층109호,"1,541",300,4.18
2007,242,강창구찹쌀진순대 구로디지털점,37.4854049,126.8995206,서울 구로구 도림천로 452,366,200,4.23
2008,243,내고향 소머리국밥,37.5050999,126.8915999,서울 구로구 공원로6나길 43-15,368,"1,000",4.49
2009,244,광영수산 구로점,37.5032910,126.8903480,서울 구로구 공원로8길 19,393,"1,000",4.43
2010,245,미분당 구로디지털단지점,37.4864613,126.8965049,서울 구로구 디지털로33길 12 1층 103호,255,100,
2011,246,크랩프트,37.5040239,126.8914487,서울 구로구 공원로6나길 26,112,800,4.65
2012,248,김가네곱창구이,37.4909650,126.8934887,서울 구로구 도림로 93 1층 김가네곱창구이,279,800,4.45
2013,249,고마워케이크,37.4849099,126.8965595,서울 구로구 디지털로 300 1층 야외광장 앞,792,400,4.26
2014,250,서일순대국전문 구로점,37.4910939,126.8927259,서울 구로구 구로중앙로 6,924,600,4.23
2015,251,고바우,37.4917913,126.8212594,서울 구로구 부일로1길 9,539,"1,000",4.36
2016,252,백채김치찌개 신도림점,37.5094490,126.8877687,서울 구로구 경인로 661 신도림1차푸르지오 1층 131호,302,200,
2017,253,슬로우캘리 신도림점,37.5053122,126.8825226,서울 구로구 경인로59길 7 상가동 1층 101호,43,~100,
2018,254,마뇨떡볶이 NC신구로점,37.5011324,126.8828000,서울 구로구 구로중앙로 152 6F 마뇨떡볶이 NC신구로점,110,100,4.7
2019,255,신승반점 현대백화점 디큐브시티점,37.5082148,126.8886630,서울 구로구 경인로 662 현대백화점 디큐브시티 B2 신승반점,"1,325",300,4.39
2020,256,바롤로커피,37.4850805,126.8964541,서울 구로구 디지털로 300 지밸리몰 지하1층 바롤로커피,343,200,
2021,257,깡우동 신도림점,37.5043439,126.8914956,서울 구로구 공원로6나길 29-2 1층 깡우동,344,900,4.55
2022,258,좀비곱창,37.4947427,126.8603646,서울 구로구 개봉로23가길 76 104호 좀비곱창,303,200,4.56
2023,259,지지고 동양미래대점,37.5003040,126.8669350,서울 구로구 경인로47길 18,141,~100,4.43
2024,260,능이네,37.5009424,126.8631988,서울 구로구 중앙로 37 101,588,100,4.37
2025,261,Poke all day 포케&샐러드 구로점,37.4819043,126.8935277,서울 구로구 디지털로26길 5 1층 108호,499,400,
2026,262,생고기제작소 구로점,37.5008156,126.8913718,서울 구로구 공원로 40 쌍용플레티넘노블1층,360,200,4.34
2027,263,백년불고기 구로디지털점,37.4814496,126.8991748,서울 구로구 시흥대로163길 15,159,700,4.54
2028,264,진사향,37.5019998,126.8833533,서울 구로구 새말로 20,329,900,4.35
2029,265,이층버거,37.4817517,126.8991990,서울 구로구 시흥대로163길 16 2층 이층버거,31,~100,
2030,266,이름없는가게,37.4855869,126.8523881,서울 구로구 개봉로1나길 52,179,"1,000",4.67
2031,268,셀핀다 카페,37.4828775,126.8964891,서울 구로구 디지털로30길 31 110호 셀핀다카페,187,~100,
2032,269,신선설농탕 고척점,37.4969862,126.8627960,"서울 구로구 경인로 387 385,","1,939",200,4.39
2033,271,메르시,37.5044993,126.8866641,서울 구로구 새말로9길 46,145,300,4.64
2034,274,대장군,37.5057801,126.8914054,서울 구로구 새말로 102 신도림포스빌 지1층,101,500,4.68
2035,275,스시웨이 신도림점,37.5105044,126.8894754,서울 구로구 경인로67길 23 205호,421,700,4.34
2036,278,1943 구로디지털단지점,37.4837375,126.9005235,서울 구로구 디지털로32나길 16,156,100,4.42
2037,279,옥스라이브파이어그릴,37.4933910,126.8564763,서울 구로구 개봉로20길 30 1층 옥스라이브파이어그릴,6,~100,
2038,280,칠공주떡볶이,37.4894193,126.8855808,서울 구로구 구로동로22길 22,13,"2,000",
2039,281,신도림 왕코등갈비,37.5037723,126.8905044,서울 구로구 공원로6나길 11-1,135,300,4.63
2040,282,교대이층집 구로디지털단지점,37.4842033,126.9003198,서울 구로구 디지털로32나길 17-6,404,400,4.39
2041,283,경성양꼬치 구로디지털직영점,37.4838469,126.9002892,서울 구로구 디지털로32나길 15,203,300,4.48
2042,284,안주의정석,37.5095922,126.8876851,서울 구로구 경인로 661 1차푸르지오 167호 168-1호,196,300,4.37
2043,285,스시노칸도 신도림점,37.5062646,126.8846977,서울 구로구 경인로 618,283,500,4.5
2044,286,동네감자탕,37.5026508,126.8847157,서울 구로구 새말로 34,336,~100,4.21
2045,288,서울안심축산 구로점,37.5009943,126.8897623,서울 구로구 공원로 47 도림두산베어스타워,380,500,4.37
2046,289,87닭강정 오류동본점,37.4929907,126.8441494,서울 구로구 서해안로30길 17 87닭강정 오류동본점,612,400,4.39
2047,290,교대이층집 신도림점,37.5095178,126.8877039,서울 구로구 경인로 661 푸르지오1차 상가 2층 242호,515,600,4.26
2048,291,조선갈비실록 구로점,37.5033544,126.8810091,서울 구로구 경인로 572 201호,261,100,4.43
2049,292,콩심 서울 오류동역점,37.4948106,126.8404169,서울 구로구 경인로 173,850,~100,4.26
2050,293,라크라센타,37.4944202,126.8876272,서울 구로구 가마산로 242 1층,"1,400",600,4.48
2051,296,코브라독스 서울구로점,37.4882630,126.8891223,서울 구로구 도림로 45 1층 코브라독스 서울구로점,80,100,
2052,298,이태리부대찌개 구로점,37.4832349,126.8978738,서울 구로구 디지털로26길 123,506,200,4.41
2053,299,구로안,37.4845743,126.9002290,서울 구로구 디지털로32나길 27-8,213,200,4.52
2054,0,스타에델치킨 가산2호점,37.4821971,126.8841356,서울 금천구 벚꽃로38길 15 초양교회 1층,133,700,4.34
2055,1,진영면옥,37.4715782,126.9004447,서울 금천구 가산로 22-5,526,"10,000",4.58
2056,2,문정곱창,37.4771674,126.8902678,"서울 금천구 디지털로12길 37 1층 103, 104호",794,"3,000",4.64
2057,3,인크커피 가산점,37.4793668,126.8780410,서울 금천구 가산디지털2로 127-20,"2,137","25,000",4.44
2058,4,호세가,37.4779719,126.8922992,서울 금천구 남부순환로108길 19 1층,599,"6,000",
2059,5,미요리포차,37.4711870,126.8962708,서울 금천구 시흥대로123길 38 지상1층 미요리포차,75,400,
2060,6,가산물갈비&백년불고기,37.4770105,126.8839179,서울 금천구 가산디지털1로 128 STX V TOWER 110호,"1,693","4,000",4.45
2061,7,포브,37.4788870,126.8895876,서울 금천구 디지털로 210 지하 1층,30,100,
2062,8,객주 현,37.4821790,126.8831386,서울 금천구 벚꽃로40길 3 2층,8,~100,
2063,9,동흥관,37.4551212,126.8985905,서울 금천구 시흥대로63길 20,"1,325","6,000",4.17
2064,10,카페구움,37.4611009,126.8967978,서울 금천구 시흥대로 315 2층 212호,290,"1,000",4.59
2065,11,우뺑,37.4796925,126.8882273,서울 금천구 벚꽃로56길 182 104호,547,"2,000",4.71
2066,12,개성손만두요리전문점,37.4768083,126.8905398,서울 금천구 가산로9길 22,"1,651","1,000",4.42
2067,13,동남집,37.4786630,126.8814676,서울 금천구 가산디지털1로 149 신한이노플렉스 1층 102호,"1,376","2,000",4.35
2068,14,코애식당,37.4785211,126.8777429,서울 금천구 가산디지털2로 127-33 가산대명벨리온 1층 103호,813,"1,000",4.62
2069,15,써브웨이 가산디지털단지점,37.4801280,126.8810416,서울 금천구 가산디지털1로 165 가산비지니스센터 102호,"2,158",300,4.38
2070,16,플러버 본점,37.4600588,126.8966684,서울 금천구 시흥대로 291 롯데캐슬골드파크3차 WEST동 208호,408,900,4.5
2071,17,오늘돈카츠,37.4807326,126.8806252,서울 금천구 가산디지털1로 171 가산SKV1센터 1층 103호,807,"1,000",4.54
2072,18,협진식당 5호,37.4671272,126.8963449,서울 금천구 범안로21길 17,159,300,4.68
2073,19,춘천옥,37.4778623,126.8896826,서울 금천구 디지털로12길 19,709,"2,000",4.27
2074,20,세라즈피자펍,37.4809200,126.8822017,서울 금천구 가산디지털1로 168 A동 2층 222호,480,"2,000",4.32
2075,21,말뚝곱창,37.4809182,126.8818343,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동2층 224호,218,"1,000",4.41
2076,22,디깅하이볼클럽,37.4779579,126.8920251,서울 금천구 남부순환로108길 20-1 로뎀아트빌 1층101호,7,100,
2077,23,힛더스팟 베이커리 에이트,37.4780335,126.8907167,서울 금천구 가산로 145 1층 101호,52,100,
2078,24,동대문털보네,37.4820256,126.8849278,서울 금천구 디지털로9길 99 스타밸리127호 동대문털보네,320,"1,000",4.63
2079,25,순댕이네얼큰수제비,37.4723420,126.8993379,서울 금천구 시흥대로136길 1,755,"11,000",4.37
2080,26,스튜디오레이크,37.4788870,126.8895876,서울 금천구 디지털로 210 2층,254,"2,000",4.8
2081,27,누리한방삼계탕,37.4819932,126.8815385,서울 금천구 가산디지털1로 186 제이플라츠,936,200,4.4
2082,28,지리산삼계탕,37.4740630,126.8946550,서울 금천구 가산로 88 중원빌딩,147,100,4.4
2083,29,금나래식당 금천본점,37.4599811,126.8972935,서울 금천구 시흥대로 291 독산 롯데캐슬골드파크3차 WEST동 2층 240호,264,200,4.77
2084,30,편백가원 현대아울렛가산점,37.4776665,126.8891641,서울 금천구 디지털로10길 9 가산동 6층 612호 현대시티아울렛 가산점,957,800,4.51
2085,31,스윙바이,37.4794816,126.8874869,서울 금천구 디지털로9길 32 갑을그레이트밸리 108-1호,133,~100,
2086,32,강강술래 시흥점,37.4509191,126.9014603,"서울 금천구 시흥대로 193 아람아이씨티타워 1층,2층","3,727",800,4.35
2087,33,평일주점,37.4827137,126.8850917,서울 금천구 벚꽃로38길 32-39,98,"3,000",4.67
2088,34,deep,37.4666217,126.9008366,서울 금천구 범안로 1249,174,"1,000",4.61
2089,36,서울도넛츠 가산점,37.4723347,126.8839660,서울 금천구 가산디지털1로 75-15 가산 하 우스디 와이즈타워 109호,72,~100,
2090,37,영향,37.4783891,126.8927706,서울 금천구 남부순환로108길 7 1층,138,"2,000",
2091,38,카페독산,37.4677411,126.8900564,서울 금천구 범안로9길 23,60,500,4.49
2092,39,스시초이,37.4807481,126.8807130,서울 금천구 가산디지털1로 171,531,800,4.36
2093,40,아웃백스테이크하우스 가산점,37.4775997,126.8891282,서울 금천구 디지털로10길 9 현대시티아울렛 가산점 7층,"5,644",500,4.42
2094,41,한국수 독산역점,37.4664475,126.8868929,서울 금천구 가산디지털1로 5 대륭20차 2층 207호,680,400,4.42
2095,42,라복궁 양갈비&마라샹궈,37.4777221,126.8911296,서울 금천구 가산로9길 12-8,221,"1,000",4.67
2096,43,두껍삼 가산직영점,37.4830134,126.8847827,서울 금천구 벚꽃로38길 43,431,900,
2097,44,이유,37.4731513,126.8845321,서울 금천구 가산디지털1로 83 1층102호,181,400,4.3
2098,45,마라홀릭 마라탕 가산센트럴점,37.4750794,126.8906542,서울 금천구 디지털로10길 69 1동 G13호 마라홀릭,834,300,4.93
2099,46,꽃히다,37.4810961,126.8822185,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 221호,435,300,4.35
2100,47,미사리밀빛초계국수 가산하이시티점,37.4770283,126.8823312,서울 금천구 가산디지털1로 131,356,300,4.35
2101,48,백스트리트50,37.4510901,126.9027122,서울 금천구 시흥대로50길 12-6 천지빌딩 2층,38,~100,
2102,49,올데이브런치펍,37.4783371,126.8898873,서울 금천구 디지털로 208-14 1층,14,~100,
2103,50,푸름상회,37.4522601,126.9025431,서울 금천구 시흥대로52길 18,507,500,4.87
2104,51,동산미,37.4802900,126.8791160,서울 금천구 가산디지털2로 138-1,252,500,4.57
2105,52,도원,37.4656414,126.8876322,서울 금천구 범안로 1130 1층,304,"8,000",4.21
2106,53,도넛 인사이드 도넛,37.4765166,126.8976364,서울 금천구 시흥대로141길 81 1층 도넛 인사이드 도넛,381,"7,000",4.62
2107,54,진케이,37.4751099,126.8912967,서울 금천구 디지털로10길 69 1동 112호,106,600,4.54
2108,56,왕김말이랑떡볶이,37.4798136,126.8839012,서울 금천구 벚꽃로 278 롯데팩토리아울렛 주차장입구,54,"9,000",4.14
2109,57,은행골 가산점,37.4805619,126.8810152,서울 금천구 가산디지털1로 171 201호,280,200,4.1
2110,58,먹고가게,37.4797179,126.9056063,서울 금천구 남부순환로126길 8,155,100,4.62
2111,59,식스파운드디저트카페,37.4600509,126.8964108,서울 금천구 시흥대로 291 롯데마트 2층 209호,133,200,4.88
2112,60,스톤,37.4692138,126.8999545,서울 금천구 시흥대로122길 32 지하1층,132,200,
2113,61,스시쥬베이,37.4783090,126.8905162,서울 금천구 가산로 147,416,"1,000",4.63
2114,62,코야키친,37.4692769,126.8970763,서울 금천구 시흥대로 399,117,"1,000",4.74
2115,63,로,37.4796591,126.8860999,서울 금천구 디지털로9길 47 1층 103호,367,"1,000",4.53
2116,64,서천집,37.4807657,126.8822116,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 212호,594,"4,000",4.28
2117,65,빅터스버거,37.4598347,126.8970637,서울 금천구 시흥대로 291 롯데 3차 중앙광장내 상가 1층 126호,374,800,4.49
2118,66,매드포갈릭 현대시티아울렛가산점,37.4779284,126.8892817,서울 금천구 디지털로10길 9 현대시티아울렛 8층,824,300,4.38
2119,67,유니콘베이크샵,37.4575281,126.8998662,서울 금천구 시흥대로 266,771,"1,000",4.7
2120,68,북촌삼대갈비 가산본점,37.4785379,126.8903760,서울 금천구 가산로 149,431,600,4.39
2121,69,더제이케이키친박스 가산디지털점,37.4780262,126.8816635,서울 금천구 가산디지털1로 145 에이스하이엔드타워3,712,800,4.42
2122,70,팔람까오,37.4797866,126.8770926,서울 금천구 서부샛길 606 대성디폴리스 2층 217호,559,"1,000",4.43
2123,71,민소푸,37.4829402,126.8782817,서울 금천구 가산디지털2로 166 1층,35,100,
2124,72,여신족발,37.4822726,126.8843098,서울 금천구 벚꽃로38길 21,281,"1,000",4.38
2125,73,종로계림닭도리탕원조 가산디지털단지점,37.4784047,126.8833586,"서울 금천구 가산디지털1로 142 가산더스카이밸리1차 2층 228,229호",372,700,4.36
2126,74,만두라,37.4429735,126.9018636,서울 금천구 시흥대로 97 시흥유통상가 BB 53호,390,"4,000",4.31
2127,75,말뚝곱창 5호점,37.4823036,126.8842837,서울 금천구 벚꽃로38길 21 2층,"1,124","1,000",4.75
2128,76,79파운야드 가산디지털단지점,37.4815307,126.8832944,서울 금천구 벚꽃로 298 101호,206,200,
2129,77,바스버거 가산디지털단지점,37.4809833,126.8807878,서울 금천구 가산디지털1로 171 1층 120호,121,200,
2130,78,채영진의명품생고기무한리필 독산점,37.4629540,126.9041214,서울 금천구 독산로 176,426,400,
2131,79,궁전산들애,37.4632677,126.9039676,서울 금천구 독산로 178-1,455,200,4.43
2132,80,웰던,37.4796918,126.9072131,서울 금천구 남부순환로128길 15 1층 웰던,136,400,4.82
2133,81,엉클스키친,37.4499322,126.9019740,서울 금천구 시흥대로 179 103호 104호,185,400,4.75
2134,82,무시칸 가산디지털단지역점,37.4825647,126.8854669,서울 금천구 벚꽃로56길 102 1층,35,300,4.68
2135,83,구구함박,37.4598699,126.8969480,서울 금천구 시흥대로 291 롯데캐슬3차 상가 1층 125호,338,700,4.56
2136,84,배부장찌개 가산디지털단지역점,37.4808604,126.8821427,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 219-2호,417,100,4.34
2137,85,101번지남산돈까스 현대시티아울렛가산점,37.4776197,126.8891990,서울 금천구 디지털로10길 9 현대시티아울렛 7층,434,~100,4.19
2138,86,가산삼계탕,37.4770915,126.8825183,서울 금천구 가산디지털1로 131 BYC하이시티 B-127,341,100,4.22
2139,87,빠오즈푸 가산점,37.4815577,126.8835024,서울 금천구 벚꽃로 298 대륭포스트타워6차 지하1층 139호,177,"1,000",4.65
2140,88,샐러드박스 독산역점,37.4665285,126.8881064,서울 금천구 가산디지털1로 2 우림라이온스밸리2차 1층 118호 샐러드박스 독산역점,307,~100,
2141,89,불불,37.4663370,126.8995553,서울 금천구 범안로 1240 jj빌딩 101호,97,"1,000",
2142,90,마피아피자&펍,37.4806372,126.8821656,서울 금천구 가산디지털1로 168 우림 라이온스밸리A동 지하1층 B106-1호,378,600,4.44
2143,91,가산팔복초밥 본점,37.4799665,126.8826362,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 B117호,145,300,4.42
2144,92,오유미당 가산센트럴점,37.4751337,126.8906147,서울 금천구 디지털로10길 69 G10호,417,"1,000",4.43
2145,93,LAB1004,37.4645995,126.8906420,서울 금천구 벚꽃로 104 금천롯데타워,270,300,
2146,94,팬더마라,37.4815799,126.8806832,서울 금천구 가산디지털1로 181 1층 114호,"1,598",500,4.6
2147,95,롱블랙스푼,37.4770424,126.8819679,서울 금천구 가산디지털1로 131 BYC하이시티 B동 2층,204,600,
2148,96,총각네부추곱창 독산점,37.4692767,126.9002480,서울 금천구 독산로75길 40 1층 101호,283,600,4.36
2149,97,구뜨커피,37.4815070,126.8807028,서울 금천구 가산디지털1로 181 더블유센터 1층 112호,263,500,4.49
2150,98,도취,37.4544280,126.9016706,서울 금천구 시흥대로52길 70,60,300,4.85
2151,99,노브랜드버거 가산디지털단지점,37.4801083,126.8839305,서울 금천구 벚꽃로 286,"3,962",300,4.4
2152,100,이화순대국,37.4549270,126.9000150,서울 금천구 시흥대로 237-12 1층,479,500,4.33
2153,101,고깃고깃,37.4599198,126.8970052,서울 금천구 시흥대로 291 롯데캐슬3차상가 310동 123호,58,~100,
2154,102,세육식당,37.4762380,126.8928216,서울 금천구 가산로 118 중앙빌딩 1층 세육식당,469,700,4.89
2155,103,작은주방,37.4547977,126.8993613,서울 금천구 시흥대로63길 3 2층,226,"1,000",4.76
2156,104,흥부전놀부전,37.4777032,126.8920242,서울 금천구 남부순환로108길 27,127,"2,000",4.46
2157,105,피티비 피타바타 샐러드 가산점,37.4804708,126.8842007,서울 금천구 벚꽃로 286 삼성리더스타워 지하1층 B131호 PTB 피타바타,50,~100,
2158,106,신선도,37.4794816,126.8874869,서울 금천구 디지털로9길 32 지하 102호 103호,151,400,4.33
2159,107,교촌치킨 가산디지털점,37.4802176,126.8812336,서울 금천구 가산디지털1로 165 가산비지니스센터 2층,716,100,4.41
2160,108,미분당 가산점,37.4750226,126.8911305,서울 금천구 디지털로10길 69 A동 1층 106호,531,400,4.67
2161,109,바지락손칼국수,37.4638542,126.9015750,서울 금천구 독산로65길 27 바지락손칼국수,161,300,4.38
2162,110,푸라닭 독산점,37.4608193,126.8960856,서울 금천구 시흥대로 315 960동 1층 102호,244,~100,
2163,111,참숯구이 육향,37.4849813,126.8792274,서울 금천구 가산디지털1로 225 105호 육향,238,500,4.45
2164,112,포36거리 가산디지털단지역점,37.4803464,126.8841971,서울 금천구 벚꽃로 286 삼성리더스타워 지하1층 112호,663,200,
2165,113,이화룡 불짬뽕,37.4694680,126.8990461,서울 금천구 시흥대로122길 15,304,600,4.47
2166,114,김사부 샤브샤브,37.4772291,126.8919757,서울 금천구 가산로 132,418,"6,000",4.47
2167,115,샤오당쟈마라탕 가산점,37.4791151,126.8875037,서울 금천구 디지털로9길 32 1층 105호,"1,056",200,4.59
2168,116,서대문김치찜,37.4689627,126.8956207,서울 금천구 두산로 70 현대지식산업센터 TL-136호 C동 로비층,527,600,4.39
2169,117,실비순대국,37.4666917,126.8958080,서울 금천구 범안로 1207,377,900,4.4
2170,118,맥도날드 서울시흥DT점,37.4504836,126.9027398,서울 금천구 시흥대로 184,"6,313",300,4.43
2171,120,와플대학 금천시흥캠퍼스,37.4499202,126.9140535,서울 금천구 금하로 760,437,~100,4.42
2172,121,말뚝곱창 6호점,37.4827661,126.8826817,서울 금천구 벚꽃로 316 씨엔에스타워 1층 말뚝곱창6호점,144,100,4.6
2173,122,불독맨션,37.4784047,126.8833586,서울 금천구 가산디지털1로 142 더스카이밸리1차 201호,61,~100,
2174,123,개돼지펍,37.4823618,126.8851793,서울 금천구 벚꽃로38길 32-67,105,400,4.22
2175,124,대포국수집,37.4765677,126.8925440,서울 금천구 가산로 124,75,200,4.62
2176,125,쿠모,37.4778655,126.8910219,서울 금천구 가산로 143 101호,79,300,
2177,126,샐러드로,37.4690241,126.8956113,서울 금천구 두산로 70 현대지식산업센터 T-L124호,"1,058",700,4.84
2178,127,텐마루,37.4777423,126.8898416,서울 금천구 디지털로12길 21 2층,455,"2,000",4.84
2179,128,은행골 시흥점,37.4515672,126.9022117,서울 금천구 시흥대로 198,897,700,4.49
2180,129,솔향기해물칼국수,37.4504109,126.9099191,서울 금천구 금하로 722,"1,259",300,4.35
2181,130,올바른고깃집 정돈,37.4536972,126.9019771,서울 금천구 시흥대로52길 52 102호,408,500,4.8
2182,131,분짜하노이 금천롯데캐슬점,37.4599811,126.8972935,서울 금천구 시흥대로 291 2층 217호,831,600,4.44
2183,132,강촌식당 독산점,37.4694914,126.8954525,서울 금천구 두산로 70 현대산업지식센터 1층 (빅마켓 맞은편),407,200,4.45
2184,133,남다른감자탕 가산디지털역점,37.4813331,126.8848066,"서울 금천구 디지털로9길 99 101호, 102호(가산동, 스타밸리)",910,200,4.29
2185,134,스타벅스 가산디지털단지역점,37.4811395,126.8834940,서울 금천구 벚꽃로 298,"3,473",200,4.5
2186,135,스시히또,37.4803465,126.8841972,서울 금천구 벚꽃로 286 리더스타워 지하1층 114호,274,"1,000",4.38
2187,136,왕게수산 킹크랩 시흥동본점,37.4502454,126.9026960,서울 금천구 시흥대로 182,287,"1,000",4.24
2188,137,비스트로딤섬,37.4602294,126.8962907,서울 금천구 시흥대로 291 상가 310동 1층 171호,24,~100,
2189,138,슬로우캘리 가산디지털점,37.4814250,126.8803936,서울 금천구 가산디지털1로 181 1층 105호,144,100,
2190,139,칭티엔,37.4800513,126.8870000,서울 금천구 디지털로9길 46 이앤씨드림타워7차,486,400,4.37
2191,140,구르메버거,37.4585128,126.8940287,서울 금천구 벚꽃로 30 125호,16,~100,
2192,141,더카페 이네스트점,37.4667918,126.8900567,서울 금천구 범안로 1155 1층,775,100,4.53
2193,142,콘타이,37.4784221,126.8850949,서울 금천구 벚꽃로 266 마리오아울렛 3관 13층 콘타이,57,300,4.16
2194,143,마중물,37.4805770,126.8789086,서울 금천구 가산디지털2로 142 1층 마중물,129,900,4.67
2195,144,문래돼지불백 가산점,37.4761399,126.8800987,서울 금천구 디지털로 121 에이스가산타워 106호,339,100,4.49
2196,145,수원식당,37.4545409,126.9019850,서울 금천구 금하로 640,66,600,4.24
2197,146,돈화몽,37.4811209,126.8822499,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 204호,438,200,4.37
2198,147,독산도,37.4712593,126.8961240,서울 금천구 시흥대로123길 38,53,500,4.85
2199,148,너희집,37.4750551,126.8911954,서울 금천구 디지털로10길 69 A동 107호,199,200,4.59
2200,149,고기식당,37.4678081,126.8868614,서울 금천구 가산디지털1로 19 1층,400,400,
2201,150,인생양대창 금천본점,37.4532165,126.9022291,서울 금천구 시흥대로52길 42,230,600,4.83
2202,151,홍콩반점0410 가산대륭점,37.4814141,126.8833630,서울 금천구 벚꽃로 298 대륭포스트타워 6차 102호,"1,922",100,4.37
2203,152,초가삼계탕,37.4454198,126.9042446,서울 금천구 시흥대로38길 43 훼밀리연립,139,100,4.39
2204,153,휴스시,37.4800353,126.8873527,서울 금천구 디지털로9길 46 이앤씨드림타워7차 108호,240,300,4.4
2205,154,최고당돈가스 가산디지털점,37.4739022,126.8854810,서울 금천구 가산디지털1로 88 1층 104-2호 최고당 돈가스 가산디지털점,163,~100,
2206,155,두껍삼 가산디지털단지역점,37.4803825,126.8820221,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 219호,125,100,
2207,156,로운 롯데마트 금천점,37.4592596,126.8969258,서울 금천구 시흥대로 291 롯데마트 금천점 지하1층 로운,836,500,4.3
2208,157,양갈비캠프,37.4825911,126.8843930,서울 금천구 벚꽃로40길 29,54,200,4.48
2209,158,달쓰브릿지,37.4585128,126.8940287,서울 금천구 벚꽃로 30 금천롯데캐슬골드파크 2차 상가동 234호,74,100,4.53
2210,159,리춘시장 독산점,37.4692902,126.8991490,서울 금천구 시흥대로122길 16,54,~100,
2211,160,풍년갈비,37.4774093,126.8901297,서울 금천구 디지털로12길 33,396,400,4.26
2212,161,힛더스팟 베이커리,37.4774543,126.8896447,서울 금천구 디지털로10길 9 현대시티아울렛 가산점 1층 힛더스팟,880,600,4.26
2213,162,미스사이공 독산역점,37.4668892,126.8869446,"서울 금천구 가산디지털1로 5 대륭테크노타운20차 122,123호",783,~100,4.5
2214,163,부뚜막 청국장 독산점,37.4683899,126.9023319,서울 금천구 독산로 242,668,400,4.38
2215,165,스시옥,37.4693523,126.8972682,서울 금천구 시흥대로 399 씨티렉스 108호,553,300,4.27
2216,166,실크로드중화요리,37.4781506,126.8905231,서울 금천구 가산로 147-5,404,200,4.44
2217,167,니하우,37.4825586,126.8852032,서울 금천구 벚꽃로38길 32-43 1층,230,600,4.41
2218,168,우마왕,37.4669992,126.8943896,서울 금천구 범안로17길 9 한아마인드아파트 1층 상가,178,"1,000",4.68
2219,169,역전우동0410 가산센트럴점,37.4754195,126.8903845,서울 금천구 디지털로10길 69 가산센트럴푸르지오시티 1층 지03호,131,~100,
2220,170,황제짬뽕양꼬치전문점,37.4792010,126.8876805,서울 금천구 디지털로9길 32,542,900,4.27
2221,171,황소곱당,37.4598448,126.8965210,서울 금천구 시흥대로 291 롯데캐슬골드파크3차 상가 1층 164호,124,~100,
2222,172,캐빈즈,37.4691857,126.9007978,서울 금천구 독산로75길 30,49,100,4.36
2223,173,미가양꼬치,37.4824591,126.8830566,서울 금천구 벚꽃로42길 5,147,300,4.47
2224,174,장수촌 풍천장어,37.4829264,126.8825886,서울 금천구 벚꽃로46길 1,154,100,4.27
2225,175,가산동 곱창나라,37.4781955,126.8911748,서울 금천구 가산로 144 1층,112,200,4.67
2226,176,천지회관,37.4684033,126.8876852,서울 금천구 가산디지털1로 24 1층,599,100,4.34
2227,177,야시장,37.4811397,126.8829542,서울 금천구 벚꽃로 309,282,200,4.39
2228,178,명륜진사갈비 석수역점,37.4350045,126.9034239,서울 금천구 시흥대로 10,514,~100,4.29
