,기준_년월_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,형태정보,longitude,latitude
417,202112,A,골목상권,2110517,서대문소방서,194381,452679,11410,11410615,,126.93639242789905,37.57363854165239
418,202112,A,골목상권,2110439,당고개역 5번,206945,463541,11350,11350665,,127.07872112608277,37.67149465572339
419,202112,A,골목상권,2110209,답십리 장령당공원,204603,452286,11230,11230600,,127.05210390109153,37.57010326892117
420,202112,A,골목상권,2110518,서대문구청,194397,453106,11410,11410615,,126.93657028602432,37.57748588354337
421,202112,A,골목상권,2110637,송정역 2번,183559,451406,11500,11500620,,126.8139153726079,37.562039356262844
422,202112,A,골목상권,2111061,암사역 1번,211593,450253,11740,11740570,,127.1311953191418,37.551724615965966
423,202112,A,골목상권,2110631,방화초등학교,183183,452218,11500,11500640,,126.80964108675141,37.569348619789174
424,202112,A,골목상권,2110716,구로나눔길,190150,443825,11530,11530530,,126.88861590770216,37.49382854510386
425,202112,A,골목상권,2110657,양천향교역 5번,186168,451814,11500,11500535,,126.84343708648674,37.565758256672005
426,202112,A,골목상권,2110526,봉원사,195290,452109,11410,11410585,,126.94668604395946,37.568507966765566
427,202112,A,골목상권,2111033,문정동성당,211791,443152,11710,11710646,,127.13332214999375,37.487742048145165
428,202112,A,골목상권,2110330,돌곶이역 1번,204795,456779,11290,11290770,,127.05430666021549,37.61058385579281
429,202112,A,골목상권,2110693,오류동역 4번,186430,444135,11530,11530770,,126.8465444416051,37.49657450676872
430,202112,A,골목상권,2110917,서초소방서,199349,444205,11650,11650581,,126.99263813026447,37.497304649069584
431,202112,A,골목상권,2110615,신서초등학교,187745,446836,11470,11470620,,126.86137000269137,37.52092895513643
432,202112,A,골목상권,2110994,개포고등학교,205441,442634,11680,11680670,,127.0615182258128,37.48313403328187
433,202112,A,골목상권,2110698,개웅초등학교(개웅중학교),187006,443245,11530,11530760,,126.85307379296687,37.488563850042254
434,202112,A,골목상권,2111088,고덕동성당,215016,451196,11740,11740560,,127.16995178048708,37.56017159026672
435,202112,A,골목상권,2110078,이촌동점보아파트,198115,446525,11170,11170630,,126.97867742839334,37.518206268407496
436,202112,A,골목상권,2110973,강남구청역 4번,203838,446606,11680,11680565,,127.04341475792346,37.518930026686775
437,202112,A,골목상권,2110988,청담역 3번,204808,446522,11680,11680580,,127.05438666812174,37.51816864142927
438,202112,A,골목상권,2110966,논현2동주민센터,203355,446590,11680,11680531,,127.03795107793988,37.51878774810336
439,202112,A,골목상권,2110799,영등포본동주민센터,192053,445969,11560,11560515,,126.91011190453655,37.51316440992536
440,202112,A,골목상권,2110970,학동초등학교,203671,445806,11680,11680531,,127.04152169108298,37.51172267759198
441,202112,A,골목상권,2110211,전곡마을마당공원,204819,453331,11230,11230560,,127.05455579177637,37.57951755465714
442,202112,A,골목상권,2110974,언주중학교,203957,446014,11680,11680590,,127.04475767819501,37.51359558431378
443,202112,A,골목상권,2110216,전농중학교,205178,453253,11230,11230570,,127.05861946993964,37.57881283142477
444,202112,A,골목상권,2110205,경희대삼거리,204528,454591,11230,11230710,,127.05126917380186,37.590871539637256
445,202112,A,골목상권,2110825,신대방삼거리역 1번,194028,444089,11590,11590550,,126.93246626800163,37.49624040772306
446,202112,A,골목상권,2110834,동작구자원봉사센터,195254,445454,11590,11590510,,126.94632154934556,37.50854624290731
447,202112,A,골목상권,2110689,오류동역 3번,186128,444250,11530,11530770,,126.84312713627831,37.497606174903495
448,202112,A,골목상권,2110861,관악구신사동주민센터,192725,442729,11620,11620685,,126.91774488045473,37.48397737432027
449,202112,A,골목상권,2110690,오류2동버들시장,186150,443556,11530,11530780,,126.84338898207224,37.49135354006258
450,202112,A,골목상권,2110625,신정2동주민센터,188651,446561,11470,11470630,,126.8716230014986,37.518462787511424
451,202112,A,골목상권,2110782,영등포시장역 4번,191505,446956,11560,11560535,,126.90390211009121,37.522052421663155
452,202112,A,골목상권,2110089,서빙고동주민센터,199682,446949,11170,11170690,,126.99640269300524,37.52202839120346
453,202112,A,골목상권,2110806,서울시립영등포장애인복지관,192318,446854,11560,11560535,,126.91310005623487,37.52114052471881
454,202112,A,골목상권,2110609,신정네거리역 2번,186647,446879,11470,11470640,,126.84894855478203,37.521301153322135
455,202112,A,골목상권,2110758,문래소공원,189992,446832,11560,11560605,,126.8867883341411,37.52092001437935
456,202112,A,골목상권,2110954,국기원,202535,444783,11680,11680640,,127.02866917807879,37.50250921505765
457,202112,A,골목상권,2110995,봉은사역 4번,205519,446418,11680,11680580,,127.06242850425231,37.51722762128031
458,202112,A,골목상권,2110616,양목초등학교,187800,447079,11470,11470650,,126.86198813467078,37.52311911408966
459,202112,A,골목상권,2110968,강남구청역 2번,203553,446134,11680,11680531,,127.04018860981805,37.51467843195788
460,202112,A,골목상권,2110071,한강미주맨션아파트,197246,446792,11170,11170630,,126.96884655418557,37.52060976288342
461,202112,A,골목상권,2110607,금빛새마을금고본점,186316,446727,11470,11470570,,126.84520706713332,37.51992678580902
462,202112,A,골목상권,2110613,신정네거리역 4번,187327,446639,11470,11470620,,126.85664494682071,37.519148340057846
463,202112,A,골목상권,2110206,텃골근린공원,204572,453278,11230,11230560,,127.05175918078346,37.579041287229366
464,202112,A,골목상권,2110670,신곡초등학교,187282,448478,11500,11500570,,126.85610409082288,37.535717094259105
465,202112,A,골목상권,2110646,푸른들청소년도서관,185479,449463,11500,11500560,,126.83568491462349,37.54456528879153
466,202112,A,골목상권,2110647,화곡역 5번,185654,448826,11500,11500540,,126.83767759572585,37.53882868240571
467,202112,A,골목상권,2110597,신월1동주민센터,185150,448330,11470,11470560,,126.83198497545168,37.534351762702904
468,202112,A,골목상권,2110596,서서울호수공원,185084,447733,11470,11470580,,126.83125036421117,37.52897174368983
469,202112,A,골목상권,2110256,면목2동체육관,207360,454464,11260,11260520,,127.08333375189815,37.5897089969386
470,202112,A,골목상권,2110982,강남구보훈회관,204400,446173,11680,11680590,,127.04976940660319,37.515026175047964
471,202112,A,골목상권,2110695,개봉1동주민센터,186844,444589,11530,11530730,,126.8512180063502,37.50067105030639
472,202112,A,골목상권,2110997,대청초등학교,207477,443642,11680,11680730,,127.08454831021591,37.49220195577839
473,202112,A,골목상권,2110835,상도역 1번,195409,444697,11590,11590530,,126.94807936127216,37.501726418929906
474,202112,A,골목상권,2110952,논현목련공원,202328,445762,11680,11680521,,127.02633124285852,37.5113305986889
475,202112,A,골목상권,2110208,시조사삼거리,204599,454302,11230,11230710,,127.05207127094621,37.58826732068583
476,202112,A,골목상권,2111064,둔촌동역 4번,211693,447592,11740,11740660,,127.13228462979416,37.527747805926154
477,202112,A,골목상권,2110219,삼육보건대학교,205368,454267,11230,11230730,,127.06077786127919,37.58794781134421
478,202112,A,골목상권,2110258,면동초등학교,207602,454064,11260,11260565,,127.08606964913855,37.5861030640064
479,202112,A,골목상권,2110833,상도역 2번,195129,444883,11590,11590540,,126.94491154910388,37.50340085460822
480,202112,A,골목상권,2110780,신길대성유니드아파트,191410,444730,11560,11560670,,126.90285344247147,37.501995215862316
481,202112,A,골목상권,2110989,대치동아우편취급국,204813,444816,11680,11680630,,127.05443206338535,37.50279748516958
482,202112,A,골목상권,2110175,푸른동산공원,208073,449099,11215,11215870,,127.09134765538184,37.54136464207884
483,202112,A,골목상권,2110083,서빙고역 1번,199261,446921,11170,11170690,,126.99164024871818,37.521775869357384
484,202112,A,골목상권,2110706,그라운드 고척,188129,444660,11530,11530720,,126.86574896463422,37.50132817151039
485,202112,A,골목상권,2110692,큰굴다리,186400,444468,11530,11530740,,126.84619903611828,37.49957440614448
486,202112,A,골목상권,2110831,상도4동주민센터,194853,444381,11590,11590560,,126.94179364671568,37.49887631018652
487,202112,A,골목상권,2111005,삼전역 3번,207826,444695,11710,11710610,,127.08850591929544,37.501686653675996
488,202112,A,골목상권,2110167,용마초등학교,207580,450942,11215,11215750,,127.08578829453214,37.557974209755656
489,202112,A,골목상권,2110156,군자역 5번,207102,450471,11215,11215780,,127.08037387291067,37.553734322143335
490,202112,A,골목상권,2111025,경찰병원역 3번,211117,443863,11710,11710632,,127.12571190999313,37.49415655019073
491,202112,A,골목상권,2111038,보인중학교,212299,444460,11710,11710570,,127.1390880003543,37.49952056474319
492,202112,A,골목상권,2110823,신대방삼거리역 3번,193494,443996,11590,11590680,,126.92642841171524,37.49539886573612
493,202112,A,골목상권,2110720,대림역 2번,190523,443690,11530,11530550,,126.89283553380044,37.492616088979744
494,202112,A,골목상권,2110686,수궁동주민센터,185333,444002,11530,11530790,,126.83414177667969,37.495359407356844
495,202112,A,골목상권,2110713,구로보건소,190070,444686,11530,11530560,,126.88769965047817,37.50158533955125
496,202112,A,골목상권,2110691,개봉중학교,186258,444796,11530,11530740,,126.84458705335828,37.50252759318012
497,202112,A,골목상권,2110772,신우어린이공원,191058,444857,11560,11560720,,126.8988710445923,37.50313615056124
498,202112,A,골목상권,2110808,신길역 1번,192418,446312,11560,11560515,,126.91423685942223,37.516257919381914
499,202112,A,골목상권,2110605,목동센트럴아이파크앞,185924,446277,11470,11470610,,126.84078140700419,37.51586639156926
500,202112,A,골목상권,2110768,도림2동유수지내체육시설,190891,445320,11560,11560585,,126.89697663958786,37.507306166499774
501,202112,A,골목상권,2110839,숭실대입구역 4번,196186,443882,11590,11590530,,126.95687084778564,37.49438675400607
502,202112,A,골목상권,2110703,개봉역,187636,443936,11530,11530740,,126.86018572634664,37.49479843670948
503,202112,A,골목상권,2111036,투구봉어린이공원,212030,443823,11710,11710632,,127.13603550646204,37.49378471121441
504,202112,A,골목상권,2111014,송파나루역 2번,209829,445903,11710,11710562,,127.11117438239381,37.51255163058194
505,202112,A,골목상권,2110915,서래초등학교,199313,443943,11650,11650590,,126.99223126680114,37.4949439854177
506,202112,A,골목상권,2110714,구로4동주민센터,190136,443514,11530,11530550,,126.88846176253317,37.49102626840959
507,202112,A,골목상권,2110603,지향초등학교,185826,445930,11470,11470640,,126.8396795864816,37.51273842070916
508,202112,A,골목상권,2110765,문래동사거리,190792,445790,11560,11560605,,126.89585106158185,37.51153989964809
509,202112,A,골목상권,2110951,신사은행나무공원,202246,446821,11680,11680510,,127.02540700249948,37.52087242965624
510,202112,A,골목상권,2110682,온수역 8번,184465,443965,11530,11530790,,126.82432703047094,37.49501184819438
511,202112,A,골목상권,2110617,등촌역 4번,188064,449580,11470,11470530,,126.86493398014404,37.5456565350304
512,202112,A,골목상권,2110912,방배동사이길,199117,443846,11650,11650590,,126.99001497604078,37.49406984213294
513,202112,A,골목상권,2110125,사근동살곶이상점가,204055,451301,11200,11200550,,127.04589534304925,37.561231035128586
514,202112,A,골목상권,2110856,미성초등학교,192263,442248,11620,11620765,,126.9125263141663,37.47963977443114
515,202112,A,골목상권,2110828,노량진역 6번,194346,445704,11590,11590520,,126.936049925292,37.510793639865945
516,202112,A,골목상권,2110961,언주역 3번,203036,445734,11680,11680531,,127.03433908142084,37.511076260927844
517,202112,A,골목상권,2110809,장훈고등학교,192554,445882,11560,11560515,,126.91577956398562,37.51238471363157
518,202112,A,골목상권,2110666,KC대학교,186982,449991,11500,11500591,,126.85268297542925,37.54934498866796
519,202112,A,골목상권,2111019,한성백제역 3번,210413,446024,11710,11710562,,127.11778162183028,37.513635441396275
520,202112,A,골목상권,2110658,화곡초등학교,186391,449540,11500,11500590,,126.84600335844375,37.545272964960496
521,202112,A,골목상권,2110672,백석중학교,187576,449659,11500,11500530,,126.85941052213676,37.546361876709824
522,202112,A,골목상권,2110654,까치산역 4번,185969,448181,11500,11500540,,126.84125407065459,37.53302209606923
523,202112,A,골목상권,2110673,뜸부기어린이공원,187608,447894,11500,11500570,,126.85980240877308,37.5304597005913
524,202112,A,골목상권,2110645,우장산역 4번,185269,450218,11500,11500611,,126.8332934807932,37.55136447025539
525,202112,A,골목상권,2110762,선유도역 1번,190558,448979,11560,11560620,,126.89316339366704,37.54027044530365
526,202112,A,골목상권,2110659,화곡역 4번,186437,449049,11500,11500590,,126.84653295166108,37.54084975081922
527,202112,A,골목상권,2110595,메디힐병원,184987,448704,11470,11470600,,126.83013313420047,37.53771885199646
528,202112,A,골목상권,2110664,강서구청옆,186927,450288,11500,11500591,,126.85205528559244,37.552020166738544
529,202112,A,골목상권,2110207,시립대앞사거리,204581,453849,11230,11230560,,127.05186463766256,37.58418591409273
530,202112,A,골목상권,2110665,곰달래도서관,186951,447810,11500,11500550,,126.85237091589538,37.529693804107794
531,202112,A,골목상권,2110708,화원어린이공원,189482,444291,11530,11530530,,126.88105549942601,37.49801986417469
532,202112,A,골목상권,2110668,화곡2동주민센터,187038,448173,11500,11500550,,126.8533487787048,37.532965654473955
533,202112,A,골목상권,2110606,신한은행 신월동지점,185963,446705,11470,11470590,,126.84121437729657,37.51972326512554
534,202112,A,골목상권,2110662,까치산역 1번,186672,448311,11500,11500593,,126.84920538814404,37.534203816813665
535,202112,A,골목상권,2110620,목동보건지소,188251,448803,11470,11470540,,126.86706247009072,37.53865818786446
536,202112,A,골목상권,2110701,고척동성당,187566,445090,11530,11530730,,126.85937465846455,37.50519507655238
537,202112,A,골목상권,2110542,마포구청역 7번,191326,451287,11440,11440700,,126.90182606035607,37.56107299937597
538,202112,A,골목상권,2110090,한국폴리텍대학서울정수캠퍼스,199698,447597,11170,11170700,,126.99658342333467,37.527866891540626
539,202112,A,골목상권,2110614,목동로데오거리,187654,447628,11470,11470650,,126.8603272998988,37.52806365999487
540,202112,A,골목상권,2110656,까치산역 3번,186105,447699,11500,11500540,,126.84280187611346,37.528681343966156
541,202112,A,골목상권,2110987,영동대교남단,204718,447414,11680,11680565,,127.05337434017142,37.526206046698576
542,202112,A,골목상권,2111029,오금역 4번,211267,444387,11710,11710632,,127.12741613907987,37.49887599626265
543,202112,A,골목상권,2110611,신정역 1번,187132,447467,11470,11470650,,126.85442464842534,37.52660591983676
544,202112,A,골목상권,2110763,영등포구청역 2번,190679,447448,11560,11560550,,126.894551934682,37.52647737381037
545,202112,A,골목상권,2110859,난향초등학교,192621,440399,11620,11620715,,126.91659233295617,37.462983034937196
546,202112,A,골목상권,2110685,금강수목원아파트,185115,443389,11530,11530780,,126.83168898028622,37.489832770055386
547,202112,A,골목상권,2110212,답십리초등학교,204963,452243,11230,11230600,,127.05617864734138,37.56971397223757
548,202112,A,골목상권,2110979,청담초등학교,204196,447516,11680,11680565,,127.04746958205791,37.5271275896096
549,202112,A,골목상권,2110816,대방역 6번,193198,446187,11560,11560630,,126.92306091085668,37.515137742512245
550,202112,A,골목상권,2110872,신림초등학교,193588,442066,11620,11620655,,126.927508192952,37.47801007943086
551,202112,A,골목상권,2110740,금천해태공원,191304,439897,11545,11545670,,126.90171171576299,37.458448516016276
552,202112,A,골목상권,2110857,미성동주민센터,192377,441752,11620,11620765,,126.91382031657054,37.47517171914202
553,202112,A,골목상권,2110748,백산초등학교,191577,438822,11545,11545710,,126.90480962484985,37.44876516335264
554,202112,A,골목상권,2110747,석수역 1번 출입구,191577,437409,11545,11545690,,126.9048257514426,37.43603383999155
555,202112,A,골목상권,2110741,독산2동주민센터,191321,440485,11545,11545620,,126.90189694020714,37.46374661887127
556,202112,A,골목상권,2111044,남천초등학교,213185,444433,11710,11710550,,127.1491071604288,37.499265072005684
557,202112,A,골목상권,2110465,연신내역 7번,192694,457959,11380,11380551,,126.9172427849313,37.621198994358714
558,202112,A,골목상권,2110446,내를건너서숲으로도서관,191793,454622,11380,11380632,,126.90707431417113,37.591125402581554
559,202112,A,골목상권,2110052,장충초등학교,201039,451125,11140,11140625,,127.01175937296166,37.55965361535293
560,202112,A,골목상권,2110049,장충단 고개,200910,450870,11140,11140625,,127.01029903835708,37.557356208975484
561,202112,A,골목상권,2110639,신방화역 8번,183613,451836,11500,11500630,,126.81451695408782,37.56591458189388
562,202112,A,골목상권,2110109,금호삼성래미안아파트,202318,450077,11200,11200590,,127.02623174824187,37.55020883104532
563,202112,A,골목상권,2110683,오류고등학교,184733,444341,11530,11530790,,126.82734981776807,37.498404085357855
564,202112,A,골목상권,2110592,서울금융고등학교,184595,448560,11470,11470580,,126.82570082917185,37.53641495413599
565,202112,A,골목상권,2110681,온수역 1번,184433,443540,11530,11530790,,126.82397415646491,37.49118204714665
566,202112,A,골목상권,2110688,오류지구대,185691,443982,11530,11530770,,126.83819050694146,37.495184820978764
567,202112,A,골목상권,2110610,계남근린공원,186794,446365,11470,11470640,,126.85062067132864,37.516672127519314
568,202112,A,골목상권,2110635,공항시장역 3번,183521,451677,11500,11500620,,126.8134791909053,37.564480365006744
569,202112,A,골목상권,2110634,송정역 3번,183494,450899,11500,11500620,,126.81319109003644,37.55747016406316
570,202112,A,골목상권,2110638,신방화역 2번,183571,452349,11500,11500630,,126.81403007087755,37.570535917538876
571,202112,A,골목상권,2110630,공항시장역 1번,183085,451708,11500,11500640,,126.80854354909057,37.564751772694585
572,202112,A,골목상권,2110608,신월2동주민센터,186377,447297,11470,11470570,,126.84588653142112,37.52506338480781
573,202112,A,골목상권,2110627,신정롯데캐슬아파트,188937,446751,11470,11470630,,126.87485529454668,37.52017816143768
574,202112,A,골목상권,2110895,샤로수길,196101,441818,11620,11620585,,126.95592058553234,37.47578959121592
575,202112,A,골목상권,2110794,영동초등학교,191920,447629,11560,11560560,,126.9085893058178,37.528119885739954
576,202112,A,골목상권,2110651,화원중학교,185776,448552,11500,11500540,,126.83906330449813,37.53636184052258
577,202112,A,골목상권,2110551,성서초등학교,192022,451128,11440,11440720,,126.90970523684636,37.55964670352226
578,202112,A,골목상권,2110547,KB국민은행 망원동지점,191664,451117,11440,11440700,,126.90565353354675,37.5595444257447
579,202112,A,골목상권,2110800,영등포동성당,192059,446875,11560,11560535,,126.91016998553673,37.52132754309986
580,202112,A,골목상권,2110807,신길역 3번,192409,446483,11560,11560535,,126.91413329145318,37.51779855970699
581,202112,A,골목상권,2110283,성북초등학교앞,199913,454792,11290,11290525,,126.99901490127587,37.59269366421449
582,202112,A,골목상권,2110792,영등포역 2번,191800,445840,11560,11560585,,126.90725167661644,37.51199990363798
583,202112,A,골목상권,2110785,영등포푸르지오아파트,191531,445528,11560,11560585,,126.9042126754029,37.50918634526605
584,202112,A,골목상권,2110458,선일여고,192348,457983,11380,11380552,,126.91332329393461,37.62141241738928
585,202112,A,골목상권,2110675,화곡4동주민센터,187659,448589,11500,11500570,,126.86036772442033,37.53672232236313
586,202112,A,골목상권,2110694,세곡초등학교,186544,445074,11530,11530730,,126.84781642989859,37.505036590757655
587,202112,A,골목상권,2110696,오류동역 1번,186925,443858,11530,11530750,,126.85214702331547,37.49408586473749
588,202112,A,골목상권,2110544,망리단길,191574,450619,11440,11440690,,126.9046406370342,37.555056646759276
589,202112,A,골목상권,2110715,구로구민회관,190143,444196,11530,11530560,,126.88853178351539,37.497171199384645
590,202112,A,골목상권,2110718,한국SGI본부,190341,444861,11530,11530560,,126.89076214117229,37.50316497052528
591,202112,A,골목상권,2110733,금천어울림복지센터,190995,439856,11545,11545670,,126.89821968689834,37.45807614514364
592,202112,A,골목상권,2110727,독산역 1번 출입구,190401,440546,11545,11545610,,126.89149694398148,37.464287144311875
593,202112,A,골목상권,2110731,금천구청역 1번 출입구,190872,439518,11545,11545670,,126.8968336470841,37.45502952144282
594,202112,A,골목상권,2110735,말미고개,191120,440427,11545,11545620,,126.89962563884589,37.463222124899026
595,202112,A,골목상권,2110819,신대방역 4번,192141,443328,11590,11590670,,126.91113547219368,37.48936962524349
596,202112,A,골목상권,2110495,북가좌2동주민센터,191981,453505,11410,11410720,,126.90921520924037,37.58106298059667
597,202112,A,골목상권,2110496,모래내우체국,192228,453204,11410,11410720,,126.91201473667053,37.578353109523725
598,202112,A,골목상권,2110549,새터산,191949,451873,11440,11440730,,126.90887085024323,37.56635848410514
599,202112,A,골목상권,2110552,성미산체육관,192070,451590,11440,11440720,,126.91024350522964,37.56380971730378
600,202112,A,골목상권,2110837,숭실대입구역 1번,195834,443992,11590,11590530,,126.9528897697904,37.49537634106192
601,202112,A,골목상권,2110836,상도역 5번,195687,444798,11590,11590530,,126.95122273194895,37.502637774440046
602,202112,A,골목상권,2110513,연희파출소,194121,452409,11410,11410615,,126.93345137157701,37.57120423415226
603,202112,A,골목상권,2110892,관악구 중앙길,195700,442769,11620,11620615,,126.95138160528198,37.484356407188564
604,202112,A,골목상권,2110896,관악우성아파트,196209,442985,11620,11620575,,126.95713555295893,37.486304812748166
605,202112,A,골목상권,2110897,서울대입구역 8번,196277,442500,11620,11620575,,126.95790687345324,37.4819351988913
606,202112,A,골목상권,2110485,연신내우체국,193727,457988,11380,11380530,,126.9289436227418,37.621467906644526
607,202112,A,골목상권,2110916,내방역 4번,199322,442867,11650,11650600,,126.99233403142831,37.48524914994606
608,202112,A,골목상권,2110464,연신내역 5번,192654,457520,11380,11380552,,126.91679410160863,37.61724334308813
609,202112,A,골목상권,2110455,역촌노인복지관,192312,455957,11380,11380625,,126.91293679359394,37.60315810220724
610,202112,A,골목상권,2110456,구산보건지소,192321,456492,11380,11380560,,126.91303310281592,37.607978468152794
611,202112,A,골목상권,2110137,성수초등학교,205531,449554,11200,11200690,,127.0625878489192,37.54548293429126
612,202112,A,골목상권,2110717,남구로역 2번,190198,442730,11530,11530595,,126.88917326892661,37.48396303844422
613,202112,A,골목상권,2110622,달마을공원,188440,449561,11470,11470520,,126.86918902962974,37.545490135668246
614,202112,A,골목상권,2110711,구로초등학교,189805,444110,11530,11530530,,126.88471069730231,37.49639266688105
615,202112,A,골목상권,2110802,신길동홍어거리,192242,445642,11560,11560660,,126.91225312038677,37.51021973670087
616,202112,A,골목상권,2110710,남구로역 3번,189752,443015,11530,11530530,,126.88412659428158,37.486526069315524
617,202112,A,골목상권,2110712,남구로역 5번,189979,443083,11530,11530550,,126.88669233710704,37.487141243037094
618,202112,A,골목상권,2110728,두산초등학교,190425,440904,11545,11545610,,126.89176357936498,37.46751300791313
619,202112,A,골목상권,2110671,등촌1동주민센터,187564,450743,11500,11500520,,126.85925636649105,37.55612850686058
620,202112,A,골목상권,2110676,등촌역 7번,187678,450062,11500,11500530,,126.86055798305283,37.54999425950786
621,202112,A,골목상권,2110463,응암3동주민센터,192591,454708,11380,11380600,,126.91610897757012,37.591907022630714
622,202112,A,골목상권,2110752,한울중학교,191838,440324,11545,11545700,,126.90774262393302,37.4623006987229
623,202112,A,골목상권,2110766,대림역 5번,190821,444077,11560,11560720,,126.89620044142687,37.49610598888484
624,202112,A,골목상권,2110744,독산동성당,191530,441261,11545,11545640,,126.9042504513899,37.47074039308103
625,202112,A,골목상권,2110444,수색성당,191444,453259,11380,11380640,,126.90313859804864,37.57884170668272
626,202112,A,골목상권,2110736,독산119안전센터,191223,441054,11545,11545640,,126.90078242397306,37.46887244052395
627,202112,A,골목상권,2110737,금천세무서,191226,442025,11545,11545630,,126.90080477528225,37.4776212650469
628,202112,A,골목상권,2110738,문성초등학교,191269,441555,11545,11545630,,126.90129648425027,37.47338693207758
629,202112,A,골목상권,2110024,혜회동주민센터,200128,454192,11110,11110650,,127.001449235827,37.58728770526952
630,202112,A,골목상권,2110776,도신초등학교,191259,444487,11560,11560720,,126.90114863266935,37.499804357882745
631,202112,A,골목상권,2110767,도림동주민센터,190867,445613,11560,11560585,,126.89670156071271,37.50994586923074
632,202112,A,골목상권,2110546,양화대교북단,191663,450098,11440,11440680,,126.90565379093266,37.550363262406535
633,202112,A,골목상권,2110550,합정역 8번,192000,450207,11440,11440680,,126.90946628125955,37.551348334980645
634,202112,A,골목상권,2110803,신길2동우편취급국,192250,445943,11560,11560515,,126.91234043265248,37.51293182381075
635,202112,A,골목상권,2110260,면목역 3번,207607,454505,11260,11260565,,127.08613083733977,37.590076395803855
636,202112,A,골목상권,2110787,신길3동주민센터,191690,445266,11560,11560650,,126.90601397793574,37.506827160220936
637,202112,A,골목상권,2110804,신풍역 1번,192282,444441,11560,11560680,,126.91271813856766,37.49939900976756
638,202112,A,골목상권,2110812,신길6동주민센터,192712,444261,11560,11560680,,126.91758273054293,37.49778069279658
639,202112,A,골목상권,2110781,대림한신아파트,191453,443929,11560,11560700,,126.90334904219431,37.49477856402925
640,202112,A,골목상권,2110210,서울시립대,204773,453970,11230,11230560,,127.05403918833001,37.585275140220794
641,202112,A,골목상권,2110789,대림성모병원,191715,443481,11560,11560700,,126.90631682172675,37.49074444375208
642,202112,A,골목상권,2110855,신대방역 2번,192184,442761,11620,11620725,,126.91162770609502,37.48426127988941
643,202112,A,골목상권,2110270,혜원여고,208593,454697,11260,11260660,,127.09729713558697,37.59179762392849
644,202112,A,골목상권,2110014,경복고등학교,197468,453990,11110,11110515,,126.97133300341115,37.58546422747617
645,202112,A,골목상권,2110778,구로디지털단지역 4번,191372,443227,11560,11560710,,126.90244130827674,37.488452748306635
646,202112,A,골목상권,2110864,신림우방아파트,192929,443108,11620,11620685,,126.9200477746755,37.48739377577169
647,202112,A,골목상권,2110468,응암역 3번,192810,455931,11380,11380625,,126.91857667368808,37.60292787051512
648,202112,A,골목상권,2110459,응암역 2번,192381,455771,11380,11380625,,126.91372012274847,37.60148283567462
649,202112,A,골목상권,2110448,상신초등학교입구,191822,455250,11380,11380632,,126.90739566187742,37.59678388143575
650,202112,A,골목상권,2110450,시립서북병원,191924,456254,11380,11380560,,126.908539593708,37.60583071634791
651,202112,A,골목상권,2110453,신사1동주민센터,192273,455086,11380,11380631,,126.91250432656317,37.59531015361594
652,202112,A,골목상권,2110891,구암초등학교,195408,443234,11620,11620565,,126.94807717871144,37.48854468888394
653,202112,A,골목상권,2110506,연희임광아파트,193365,451792,11410,11410615,,126.9248992519861,37.56563996151304
654,202112,A,골목상권,2110452,새절역 3번,192191,454486,11380,11380632,,126.91158220723842,37.58990351634888
655,202112,A,골목상권,2110128,성원중학교,204404,448735,11200,11200650,,127.04983000356061,37.53810982007538
656,202112,A,골목상권,2110512,연희지하차도,194105,453083,11410,11410615,,126.9332648373349,37.57727683253746
657,202112,A,골목상권,2110519,서대문구보건소별관,194469,453985,11410,11410620,,126.93737874080571,37.585406048285314
658,202112,A,골목상권,2110535,영천시장입구,196562,452145,11410,11410520,,126.96108403552448,37.56883794919093
659,202112,A,골목상권,2110538,충정로역 3번,196884,451251,11410,11410565,,126.96473266671278,37.56078418977756
660,202112,A,골목상권,2110012,성곡미술관,197253,452645,11110,11110530,,126.9689038401172,37.57334524397218
661,202112,A,골목상권,2110016,평창동동측,197770,457073,11110,11110560,,126.97474282224897,37.613242555907554
662,202112,A,골목상권,2110005,세검정,196655,455709,11110,11110550,,126.96212046822592,37.60094967997112
663,202112,A,골목상권,2110451,증산역 4번,191994,454134,11380,11380640,,126.9093555135477,37.58673033439224
664,202112,A,골목상권,2110130,답십리역 6번,204556,451703,11200,11200790,,127.05156826096294,37.564850699118075
665,202112,A,골목상권,2110261,사가정역 4번,207804,453124,11260,11260570,,127.08834667692904,37.57763204446076
666,202112,A,골목상권,2110309,대광초등학교,202181,453506,11290,11290600,,127.02469157725048,37.58110431811195
667,202112,A,골목상권,2110018,중앙고등학교,198887,453657,11110,11110600,,126.98739925426851,37.58246672831023
668,202112,A,골목상권,2110266,면목동우체국,208090,453719,11260,11260575,,127.09159095787108,37.58299048346512
669,202112,A,골목상권,2110021,성균관대학교,199602,453931,11110,11110650,,126.99549392411235,37.58493603655037
670,202112,A,골목상권,2110242,면목5동주민센터,206853,453906,11260,11260550,,127.07758802030838,37.58468537505453
671,202112,A,골목상권,2110302,보문역 8번,201678,453772,11290,11290610,,127.01899761373356,37.58350201457157
672,202112,A,골목상권,2110471,응암동우체국,192867,454656,11380,11380600,,126.91923458857303,37.591440686975126
673,202112,A,골목상권,2110449,증산역 3번,191822,453737,11380,11380640,,126.9074125502156,37.58315188482769
